read_name,ont_barcode,index_barcode
76541110-3063-4383-b484-feca984c43b6 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15015 ch=122 start_time=2022-06-03T14:41:23Z barcode=bw_010,BC18,010
acdd20c1-1524-4013-8c9b-5a3a4a6f5308 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15246 ch=6 start_time=2022-06-03T14:43:15Z barcode=bw_010,BC18,010
09ff4794-b1f3-4727-9ea8-d093cae6d3c0 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=23304 ch=105 start_time=2022-06-03T16:20:57Z barcode=bw_010,BC18,010
00f9e82d-16be-4288-8beb-432627eee504 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=23221 ch=24 start_time=2022-06-03T16:19:39Z barcode=bw_010,BC18,010
b7acbed4-dec5-4904-b8b4-ebb706acbd98 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=22406 ch=24 start_time=2022-06-03T16:10:21Z barcode=bw_010,BC18,010
1f5f3740-63ca-4c33-bb1e-c19014e15077 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4794 ch=114 start_time=2022-06-03T12:53:11Z barcode=bw_010,BC18,010
b10ee3b8-2f42-402c-ad91-c9786ad2510f runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4907 ch=106 start_time=2022-06-03T12:53:55Z barcode=bw_010,BC18,010
618440b1-5c3f-49ff-95da-5593c3499bad runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4306 ch=126 start_time=2022-06-03T12:53:41Z barcode=bw_010,BC18,010
e2224974-ffc6-4f12-9cc2-175488424dcf runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5152 ch=104 start_time=2022-06-03T12:53:42Z barcode=bw_010,BC18,010
e7bc75a2-1d8f-4ad5-874a-b55189f3c613 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4805 ch=13 start_time=2022-06-03T12:53:26Z barcode=bw_010,BC18,010
43bc258c-409c-4929-a1ca-ced0dd278f44 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4897 ch=6 start_time=2022-06-03T12:52:53Z barcode=bw_010,BC18,010
28f3ff49-0816-4fef-b728-251a8088a366 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4762 ch=26 start_time=2022-06-03T12:53:05Z barcode=bw_010,BC18,010
0112ba31-5172-49ab-831e-b169793e4150 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1688 ch=119 start_time=2022-06-03T12:29:02Z barcode=bw_010,BC18,010
498af57a-81a6-4c74-9aae-0145140bc0ad runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=18012 ch=81 start_time=2022-06-03T14:40:02Z barcode=bw_010,BC18,010
0028429f-26fe-4729-ac7a-d174d3a4b0fd runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15013 ch=57 start_time=2022-06-03T14:39:02Z barcode=bw_010,BC18,010
1e7b1446-d759-4415-8f0a-bf5900662926 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=27653 ch=24 start_time=2022-06-03T17:15:45Z barcode=bw_010,BC18,010
d58fa711-9f06-45c2-8373-5fc10a731673 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=29846 ch=66 start_time=2022-06-03T17:13:41Z barcode=bw_010,BC18,010
fc795881-67dd-414b-b772-67407d15afd6 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4749 ch=93 start_time=2022-06-03T12:49:43Z barcode=bw_010,BC18,010
02e718af-3efe-497c-942f-f29943749aec runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4577 ch=65 start_time=2022-06-03T12:49:57Z barcode=bw_010,BC18,010
8fc5554f-7589-434e-83ce-546f19aeab9b runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12088 ch=26 start_time=2022-06-03T14:07:06Z barcode=bw_010,BC18,010
6792269c-d9c4-4613-941b-b36c9e3026a5 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1177 ch=13 start_time=2022-06-03T12:25:37Z barcode=bw_010,BC18,010
4e9fc20e-0820-4629-8ae7-4c1b7a25fd29 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1427 ch=113 start_time=2022-06-03T12:26:54Z barcode=bw_010,BC18,010
c468897c-41c0-414a-b86d-9f4651f3d1ef runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=29765 ch=3 start_time=2022-06-03T13:59:07Z barcode=bw_010,BC18,010
45f29221-4351-4409-ac58-cdbcf75d0eb8 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=10151 ch=97 start_time=2022-06-03T13:59:29Z barcode=bw_010,BC18,010
508136a7-25a5-448d-9b1d-71c10b842721 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6093 ch=6 start_time=2022-06-03T13:02:44Z barcode=bw_010,BC18,010
feee8100-46a4-4801-b31e-4074d4727c14 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6014 ch=80 start_time=2022-06-03T13:02:30Z barcode=bw_010,BC18,010
f11313ea-545b-4a78-99f8-e3c50105d953 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5402 ch=117 start_time=2022-06-03T13:03:58Z barcode=bw_010,BC18,010
06bd6246-372a-4c75-95e6-94e9ce8fbb36 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5929 ch=88 start_time=2022-06-03T13:03:56Z barcode=bw_010,BC18,010
e263b9ff-4e22-48ee-b2f2-f29733c215e5 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7515 ch=105 start_time=2022-06-03T13:16:11Z barcode=bw_010,BC18,010
eb1c329e-9015-4248-8ef6-0ae94067fc80 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7639 ch=65 start_time=2022-06-03T13:17:06Z barcode=bw_010,BC26,010
2a6ec451-6be7-4e0d-bedb-b37eb5970a65 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=63261 ch=3 start_time=2022-06-03T15:28:18Z barcode=bw_010,BC18,010
ee6d10c8-7e23-4cc7-a470-4c3f3aa1ec3e runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=19215 ch=108 start_time=2022-06-03T15:30:15Z barcode=bw_010,BC18,010
8bd54273-e3e0-48eb-8479-84bfec339c81 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=17482 ch=21 start_time=2022-06-03T15:28:59Z barcode=bw_010,BC18,010
3a5252ab-49f5-46d7-ad41-79d154a19f44 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=24801 ch=66 start_time=2022-06-03T16:14:18Z barcode=bw_010,BC18,010
309ee580-95ea-4633-98a3-cb39028c81b0 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=22578 ch=105 start_time=2022-06-03T16:12:20Z barcode=bw_010,BC18,010
ac9537fd-8f1e-4393-ad4a-a3f9d6d9f381 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=18789 ch=24 start_time=2022-06-03T15:33:39Z barcode=bw_010,BC18,010
3bb11514-5547-4d9c-8edc-3fabf1060e24 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=10428 ch=116 start_time=2022-06-03T14:03:03Z barcode=bw_010,BC18,010
fecc8184-ead1-45cb-b5f9-c75098aa547d runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7570 ch=126 start_time=2022-06-03T13:26:25Z barcode=bw_010,BC18,010
57fbe37f-859e-40b9-aba2-7b9b42b1cebd runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8560 ch=5 start_time=2022-06-03T13:27:13Z barcode=bw_010,BC18,010
368b89fd-d575-4e0e-b6b8-e35fdc8b6b31 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8253 ch=88 start_time=2022-06-03T13:25:53Z barcode=bw_010,BC18,010
deadbbff-c841-42c5-b3f5-4009c5629b5e runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6345 ch=1 start_time=2022-06-03T13:06:57Z barcode=bw_010,BC18,010
42cadf24-b21a-4409-9886-66d02223e9de runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5957 ch=16 start_time=2022-06-03T13:06:18Z barcode=bw_010,BC18,010
a8f9b0eb-0c46-48b7-bd8c-d812c9b6b18c runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6882 ch=37 start_time=2022-06-03T13:06:28Z barcode=bw_010,BC18,010
dd7d1b10-7399-46d7-af54-bae9e03ac3d5 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6429 ch=38 start_time=2022-06-03T13:06:09Z barcode=bw_010,BC18,010
17545d6f-aef7-4aa7-8ea2-faf4b596f902 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=20407 ch=3 start_time=2022-06-03T13:07:18Z barcode=bw_010,BC18,010
9c9a3577-710e-42e3-9709-fc910b77e755 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=9844 ch=122 start_time=2022-06-03T13:44:29Z barcode=bw_010,BC18,010
528a3a27-0c84-4f0f-b742-ee66f0d47839 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7113 ch=18 start_time=2022-06-03T13:33:10Z barcode=bw_010,BC18,010
03a69d95-9497-4048-8b97-380921cf608f runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=9095 ch=93 start_time=2022-06-03T13:28:19Z barcode=bw_010,BC18,010
3e0735a6-1cc0-4de5-91ed-1da84a61964b runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7840 ch=126 start_time=2022-06-03T13:28:41Z barcode=bw_010,BC18,010
48fcedbb-5473-4ec8-b06f-83c1ffd1a3ed runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6656 ch=18 start_time=2022-06-03T13:28:05Z barcode=bw_010,BC18,010
e9436847-27d0-4235-81f6-f69ba071f2f9 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3544 ch=105 start_time=2022-06-03T12:42:57Z barcode=bw_010,BC18,010
b2e74339-991a-443e-970b-2817aaecdc6d runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3500 ch=16 start_time=2022-06-03T12:43:33Z barcode=bw_010,BC18,010
45478b0a-35c2-4ae5-9925-e22db931336d runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3203 ch=39 start_time=2022-06-03T12:43:57Z barcode=bw_010,BC18,010
1b076d52-0f0f-4dac-8715-e018623a1bd3 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15149 ch=97 start_time=2022-06-03T14:52:26Z barcode=bw_010,BC18,010
cf6e612b-efce-4649-b5d1-dccb347ef108 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=16085 ch=105 start_time=2022-06-03T14:51:24Z barcode=bw_010,BC18,010
630e3d4a-a7cd-4b0e-b066-79c3eec47525 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=16111 ch=13 start_time=2022-06-03T14:51:42Z barcode=bw_010,BC18,010
88816bb4-2e4c-45be-8652-7cf7570e4cd3 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=20070 ch=18 start_time=2022-06-03T16:05:05Z barcode=bw_010,BC18,010
cc226f9a-8d10-422d-8c54-ab7340dbc881 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=25041 ch=92 start_time=2022-06-03T16:04:59Z barcode=bw_010,BC18,010
93d07dde-2038-45d0-9fe4-495b1f005b13 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=22341 ch=36 start_time=2022-06-03T15:53:39Z barcode=bw_010,BC18,010
3eed2d0a-b373-4b89-b8ea-02dd20ba52ab runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=19081 ch=1 start_time=2022-06-03T15:20:02Z barcode=bw_010,BC18,010
d4c02dbf-6a1f-4e4e-8296-14870da30386 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=18092 ch=24 start_time=2022-06-03T15:24:27Z barcode=bw_010,BC26,010
a7a99698-361e-4fa3-8aff-0fc98d9d4c0f runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=21115 ch=92 start_time=2022-06-03T15:20:34Z barcode=bw_010,BC18,010
d50aabf5-2bc0-4aee-a99d-b9d0ba9a6a9f runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=24011 ch=24 start_time=2022-06-03T16:28:49Z barcode=bw_010,BC18,010
7000f287-d4c5-4dea-95d1-868458c6d557 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=23646 ch=113 start_time=2022-06-03T16:31:23Z barcode=bw_010,BC18,010
1029a675-81e6-465f-85f9-3867c144a533 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=17667 ch=24 start_time=2022-06-03T15:16:54Z barcode=bw_010,BC18,010
a22b7d68-ce37-4ae3-9a02-07ebcbf508b2 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=18937 ch=1 start_time=2022-06-03T15:18:02Z barcode=bw_010,BC18,010
6bc3df0a-7b19-4ba0-a96e-a83cb89e7e88 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=23252 ch=66 start_time=2022-06-03T15:57:52Z barcode=bw_010,BC18,010
74b3f354-c69a-4333-982e-4f4c218e10e7 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=18868 ch=66 start_time=2022-06-03T15:08:54Z barcode=bw_010,BC81,010
2b85b900-cd8a-485f-84a1-5f57690324ab runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=31495 ch=66 start_time=2022-06-03T17:31:08Z barcode=bw_010,BC18,010
3edf3aaa-1968-4465-ae8e-b655b1eca50a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=31154 ch=57 start_time=2022-06-03T17:30:29Z barcode=bw_010,BC18,010
2b5f8c2c-8f14-4f22-80af-dcf57f17c947 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=30630 ch=26 start_time=2022-06-03T17:31:17Z barcode=bw_010,BC18,010
f30ccb79-4058-46b2-be99-5f8310d7e428 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=30269 ch=92 start_time=2022-06-03T17:05:38Z barcode=bw_010,BC18,010
f58139bb-9349-4e20-b754-c5f289c3a00c runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=16320 ch=106 start_time=2022-06-03T17:06:29Z barcode=bw_010,BC18,010
7a8e4f0f-6bb1-4562-929a-7531ec770e76 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=13796 ch=2 start_time=2022-06-03T17:21:16Z barcode=bw_010,BC18,010
c6057f04-378f-4bf3-bb5c-388ceb0305a4 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=13271 ch=105 start_time=2022-06-03T14:22:54Z barcode=bw_010,BC18,010
b700189e-6720-4638-b11b-6da19fb59721 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12243 ch=116 start_time=2022-06-03T14:22:33Z barcode=bw_010,BC18,010
d0a0ff8c-fec4-487f-93ef-4e9f197292c6 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=253 ch=114 start_time=2022-06-03T12:18:47Z barcode=bw_010,BC18,010
4a124ed2-0669-4295-8ca1-0b7e788af301 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=92 ch=16 start_time=2022-06-03T12:17:46Z barcode=bw_010,BC18,010
4ca53590-3a60-43ee-a14e-3e7657f2bfa1 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=352 ch=114 start_time=2022-06-03T12:19:20Z barcode=bw_010,BC18,010
0c745ecf-cc30-46c1-b71e-28c014c73ce3 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=288 ch=79 start_time=2022-06-03T12:19:02Z barcode=bw_010,BC18,010
51599f87-7178-4a18-9f93-6d504b9968ca runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=88 ch=4 start_time=2022-06-03T12:17:54Z barcode=bw_010,BC18,010
5498b58f-7dc2-48ea-9d51-c95544852291 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6011 ch=6 start_time=2022-06-03T13:02:03Z barcode=bw_010,BC18,010
a4b6d1cc-f4a4-446a-b1fd-cd80879e8565 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5951 ch=123 start_time=2022-06-03T13:01:42Z barcode=bw_010,BC18,010
fc7d859b-f82c-4a7e-8e99-27d18267ebd4 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5160 ch=108 start_time=2022-06-03T13:01:13Z barcode=bw_010,BC18,010
10534ddd-4d05-46f1-bcdc-730cfefad76a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5836 ch=38 start_time=2022-06-03T13:00:58Z barcode=bw_010,BC18,010
2986db8c-d908-4274-8feb-77fbcfdd44a3 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=18567 ch=113 start_time=2022-06-03T15:34:51Z barcode=bw_010,BC18,010
4b686d18-9c42-4e05-9259-3845bd39766e runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3470 ch=13 start_time=2022-06-03T12:41:30Z barcode=bw_010,BC18,010
6d0627c4-8851-45a9-8cfe-f0a5bcc94170 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3327 ch=16 start_time=2022-06-03T12:41:44Z barcode=bw_010,BC18,010
dedd9245-3a46-4b91-93d9-c22d9215b1a7 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=2880 ch=97 start_time=2022-06-03T12:42:05Z barcode=bw_010,BC18,010
37385e1b-ee20-4a80-bcdc-ac0b5e70a443 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4145 ch=93 start_time=2022-06-03T12:44:35Z barcode=bw_010,BC18,010
5bb70628-90b7-4849-93c4-58d61e3e07cc runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4143 ch=93 start_time=2022-06-03T12:44:31Z barcode=bw_010,BC18,010
8f5f60f4-5c7e-4a89-88df-0f5bba18afdd runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6331 ch=39 start_time=2022-06-03T13:12:41Z barcode=bw_010,BC18,010
e0a2f5d6-f955-440c-835b-df24a94d7409 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=2493 ch=78 start_time=2022-06-03T12:33:23Z barcode=bw_010,BC18,010
f0244366-3822-4df7-bace-7de440c548c1 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=2093 ch=106 start_time=2022-06-03T12:32:49Z barcode=bw_010,BC18,010
dd2db01b-c3d7-4863-94a0-b7869d1c0c26 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=11701 ch=116 start_time=2022-06-03T14:16:28Z barcode=bw_010,BC18,010
edb90f31-a582-4b06-b115-dd131851f80d runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=10898 ch=25 start_time=2022-06-03T14:16:04Z barcode=bw_010,BC18,010
41f40828-9912-430a-ab82-c81c2d6f982c runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=13659 ch=66 start_time=2022-06-03T14:16:00Z barcode=bw_010,BC26,010
2d232cde-12e2-433e-aa8e-3f310b864646 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=16075 ch=93 start_time=2022-06-03T14:55:05Z barcode=bw_010,BC18,010
c616bd78-822c-419a-b5b7-9b14a607c6af runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=16411 ch=13 start_time=2022-06-03T14:54:57Z barcode=bw_010,BC18,010
bfc369ea-3c68-4946-95d1-88fdce63f9e3 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=30350 ch=81 start_time=2022-06-03T16:41:10Z barcode=bw_010,BC18,010
dcfdc44a-66f2-406d-be45-8969cdf56a6f runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5330 ch=26 start_time=2022-06-03T12:57:48Z barcode=bw_010,BC18,010
415e9b88-4083-40a9-b74d-a1eed74ef57a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5775 ch=104 start_time=2022-06-03T12:59:04Z barcode=bw_010,BC18,010
356eea76-e3fb-4936-84a2-3d92d03dfe5a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5350 ch=26 start_time=2022-06-03T12:58:13Z barcode=bw_010,BC18,010
e5e1faa2-4591-4000-a482-cd71a417f0f2 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4733 ch=79 start_time=2022-06-03T12:48:14Z barcode=bw_010,BC18,010
800ad01b-3ce6-4ebb-bc99-a4ac6c776958 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3905 ch=1 start_time=2022-06-03T12:47:24Z barcode=bw_010,BC18,010
54a5d59f-a51f-478d-8fee-c4e4e922aa85 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4600 ch=66 start_time=2022-06-03T12:47:43Z barcode=bw_010,BC18,010
74a84a4b-d946-41bb-bb22-bf737d908244 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4004 ch=57 start_time=2022-06-03T12:48:07Z barcode=bw_010,BC18,010
d9764d61-26bc-467a-85f3-0e7b3cda2960 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=11213 ch=5 start_time=2022-06-03T13:55:12Z barcode=bw_010,BC18,010
e2899b45-68d8-4e0f-bd5e-b94cf88c2ad3 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8203 ch=38 start_time=2022-06-03T13:24:30Z barcode=bw_010,BC18,010
c9a693ad-2630-486e-ab5d-25d0fa0a3212 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=392 ch=88 start_time=2022-06-03T12:20:41Z barcode=bw_010,BC18,010
83a5cc4a-5d0a-4615-aa24-32b0e43ba457 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=568 ch=37 start_time=2022-06-03T12:20:59Z barcode=bw_010,BC18,010
1a7540af-7822-463c-aa56-25f44cc5d4d2 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=468 ch=80 start_time=2022-06-03T12:20:33Z barcode=bw_010,BC18,010
4e78462e-b1ae-44be-97a3-6a8a74bcb7bb runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8837 ch=57 start_time=2022-06-03T13:35:00Z barcode=bw_010,BC18,010
4f2b8da0-bc7a-4713-b358-cd9af6308eaa runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8626 ch=82 start_time=2022-06-03T13:34:34Z barcode=bw_010,BC18,010
ad1ecde2-a275-4eb3-9047-6e4c3ba03fff runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=11414 ch=1 start_time=2022-06-03T13:58:18Z barcode=bw_010,BC18,010
7b96523f-5f8d-435a-b2b5-119921c7a81f runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=2122 ch=123 start_time=2022-06-03T12:31:53Z barcode=bw_010,BC18,010
5a85c01e-281e-4e9a-97d5-9f07d831db22 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=16835 ch=82 start_time=2022-06-03T15:39:08Z barcode=bw_010,BC18,010
2dccbe5c-6620-4082-845b-0933eb2ca3a2 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=23830 ch=81 start_time=2022-06-03T15:40:07Z barcode=bw_010,BC18,010
729964c8-4ff6-4ff8-ac6a-1cd45a20766d runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15320 ch=123 start_time=2022-06-03T14:57:04Z barcode=bw_010,BC18,010
40be3221-8ba6-47d7-a1ac-4f71e4afb7f9 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=17828 ch=66 start_time=2022-06-03T14:57:54Z barcode=bw_010,BC18,010
dcffa096-5c9c-4abf-b5e1-bb61ab775e88 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8671 ch=13 start_time=2022-06-03T13:31:30Z barcode=bw_010,BC18,010
c251875c-af79-4dc4-9d19-d489465523c7 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8084 ch=117 start_time=2022-06-03T13:31:15Z barcode=bw_010,BC18,010
ab9884bf-4fc6-4372-8787-be18317df29a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15610 ch=36 start_time=2022-06-03T14:37:43Z barcode=bw_010,BC18,010
5eef7dbe-e9e5-4287-8a8a-307aab1cd462 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3020 ch=122 start_time=2022-06-03T12:37:27Z barcode=bw_010,BC18,010
518a1541-71bc-4217-bb3c-e7bcb9df5404 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=16055 ch=37 start_time=2022-06-03T14:35:02Z barcode=bw_010,BC18,010
65406a47-27c1-43e5-b027-5172fc5b6467 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12229 ch=122 start_time=2022-06-03T14:12:39Z barcode=bw_010,BC18,010
f658d73b-40e9-4e27-9b06-c3d0b9739500 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12820 ch=51 start_time=2022-06-03T14:12:53Z barcode=bw_010,BC18,010
